13.06.2024;GEO-240613.PSV;2.0.7
TradingDate;Type;ID;Description;SiteID;SiteDescription
13.06.2024;"Device";225;"Exit25";1045;"CAC-Facility"
13.06.2024;"Device";226;"Exit26";1045;"CAC-Facility"
13.06.2024;"Device";227;"Exit27";1045;"CAC-Facility"
13.06.2024;"Device";228;"Exit28";1045;"CAC-Facility"
13.06.2024;"Device";229;"Exit29";1045;"CAC-Facility"
13.06.2024;"Device";230;"Exit30";1045;"CAC-Facility"
13.06.2024;"Device";231;"Exit31";1045;"CAC-Facility"
13.06.2024;"Device";232;"Exit32";1045;"CAC-Facility"
13.06.2024;"Device";233;"Exit33";1045;"CAC-Facility"
13.06.2024;"Device";234;"Exit34";1045;"CAC-Facility"
13.06.2024;"Device";235;"Exit35";1045;"CAC-Facility"
13.06.2024;"Device";236;"Exit36";1045;"CAC-Facility"
13.06.2024;"Device";237;"Exit37";1045;"CAC-Facility"
13.06.2024;"Device";238;"Exit38";1045;"CAC-Facility"
13.06.2024;"Device";239;"Exit39";1045;"CAC-Facility"
13.06.2024;"Device";240;"Exit40";1045;"CAC-Facility"
13.06.2024;"Device";301;"PXU 1";1046;"MSG-Nested"
13.06.2024;"Device";302;"PXU 2";1046;"MSG-Nested"
13.06.2024;"Device";303;"PXU 3";1046;"MSG-Nested"
13.06.2024;"Device";304;"PXU 4";1046;"MSG-Nested"
13.06.2024;"Device";305;"PXU 5";1046;"MSG-Nested"
13.06.2024;"Device";306;"PXU 6";1046;"MSG-Nested"
13.06.2024;"Device";307;"PXU 7";1046;"MSG-Nested"
13.06.2024;"Device";308;"PXU 8";1046;"MSG-Nested"
13.06.2024;"Device";309;"PXU 9";1046;"MSG-Nested"
13.06.2024;"Device";310;"PXU 10";1046;"MSG-Nested"
13.06.2024;"Device";311;"PXU 11";1046;"MSG-Nested"
13.06.2024;"Device";312;"PXU 12";1046;"MSG-Nested"
13.06.2024;"Device";313;"PXU 13";1046;"MSG-Nested"
13.06.2024;"Device";314;"PXU 14";1047;"LIMO-Nested"
13.06.2024;"Device";315;"PXU 15";1047;"LIMO-Nested"
13.06.2024;"Device";316;"PXU 16";1047;"LIMO-Nested"
13.06.2024;"Device";317;"PXU 17";1047;"LIMO-Nested"
13.06.2024;"Device";799;"vPOS 799";1047;"LIMO-Nested"
13.06.2024;"Device";801;"Exit Cash 1";1047;"LIMO-Nested"
13.06.2024;"Device";802;"Exit Cash 2";1047;"LIMO-Nested"
13.06.2024;"Device";803;"Exit Cash 3";1047;"LIMO-Nested"
13.06.2024;"Device";804;"Exit Cash 4";1047;"LIMO-Nested"
13.06.2024;"Device";805;"Exit Cash 5";1047;"LIMO-Nested"
13.06.2024;"Device";806;"Exit Cash 6";1047;"LIMO-Nested"
13.06.2024;"Device";807;"Exit Cash 7";1047;"LIMO-Nested"
13.06.2024;"Device";808;"Exit Cash 8";1047;"LIMO-Nested"
13.06.2024;"Device";809;"Exit Cash 9";1047;"LIMO-Nested"
13.06.2024;"Device";810;"Exit Cash 10";1047;"LIMO-Nested"
13.06.2024;"Device";811;"Exit Cash 11";1047;"LIMO-Nested"
13.06.2024;"Device";812;"Exit Cash 12";1047;"LIMO-Nested"
13.06.2024;"Device";813;"Exit Cash 13";1047;"LIMO-Nested"
13.06.2024;"Device";814;"Exit Cash 14";1047;"LIMO-Nested"
13.06.2024;"Device";815;"Exit Cash 15";1047;"LIMO-Nested"
13.06.2024;"Device";816;"Exit Cash 16";1047;"LIMO-Nested"
13.06.2024;"Device";817;"Exit Cash 17";1047;"LIMO-Nested"
13.06.2024;"Device";818;"Exit Cash 18";1047;"LIMO-Nested"
13.06.2024;"Device";819;"Exit Cash 19";1047;"LIMO-Nested"
13.06.2024;"Device";820;"Exit Cash 20";1047;"LIMO-Nested"
13.06.2024;"Device";821;"Exit Cash 21";1047;"LIMO-Nested"
13.06.2024;"Device";822;"Exit Cash 22";1047;"LIMO-Nested"
13.06.2024;"Device";823;"Exit Cash 23";1047;"LIMO-Nested"
13.06.2024;"Device";824;"Exit Cash 24";1047;"LIMO-Nested"
13.06.2024;"Device";825;"Exit Cash 25";1047;"LIMO-Nested"
13.06.2024;"Device";826;"Exit Cash 26";1047;"LIMO-Nested"
13.06.2024;"Device";827;"Exit Cash 27";1047;"LIMO-Nested"
13.06.2024;"Device";828;"Exit Cash 28";1047;"LIMO-Nested"
13.06.2024;"Device";829;"Exit Cash 29";1047;"LIMO-Nested"
13.06.2024;"Device";830;"Exit Cash 30";1047;"LIMO-Nested"
13.06.2024;"Device";831;"Exit Cash 31";1047;"LIMO-Nested"
13.06.2024;"Device";832;"Exit Cash 32";1047;"LIMO-Nested"
13.06.2024;"Device";833;"Exit Cash 33";1047;"LIMO-Nested"
13.06.2024;"Device";834;"Exit Cash 34";1047;"LIMO-Nested"
13.06.2024;"Device";835;"Exit Cash 35";1047;"LIMO-Nested"
13.06.2024;"Device";836;"Exit Cash 36";1047;"LIMO-Nested"
13.06.2024;"Device";837;"Exit Cash 37";1047;"LIMO-Nested"
